Repository	Tag	# of Vuls Originally	# of Vuls after Fix	Initial Audit	After i package-lock	After audit fix
gulptypescript	v5.0.0-alpha.3	3	3	Vul Found	Vul Found	Vul Found
gulptypescript	v5.0.1	13	3	Vul Found	Vul Found	Vul Found
xmlbuilder	v14.0.0	0	0	No Vul	No Vul	No Vul
xmlbuilder	v15.0.0	0	0	No Vul	No Vul	No Vul
xmlbuilder	v15.0.1	0	0	No Vul	No Vul	No Vul
xmlbuilder	v15.1.0	0	0	No Vul	No Vul	No Vul
xmlbuilder	v15.1.1	6	0	Vul Found	Vul Found	No Vul (Changed)
shallowequal	v0.2.2	1	1	Vul Found	Vul Found	Vul Found
shallowequal	v1.0.0	1	1	Vul Found	Vul Found	Vul Found
shallowequal	v1.0.1	1	1	Vul Found	Vul Found	Vul Found
shallowequal	v1.0.2	1	1	Vul Found	Vul Found	Vul Found
shallowequal	v1.1.0	4	1	ERR	Vul Found (Changed)	Vul Found
soap	v0.36.0	3	3	Vul Found	Vul Found	Vul Found
soap	v0.37.0	3	3	Vul Found	Vul Found	Vul Found
soap	v0.38.0	3	3	Vul Found	Vul Found	Vul Found
soap	v0.39.0	3	3	Vul Found	Vul Found	Vul Found
soap	v0.40.0	5	3	Vul Found	Vul Found	Vul Found
chartjs	v3.3.1	1	1	Vul Found	Vul Found	Vul Found
chartjs	v3.3.2	1	1	Vul Found	Vul Found	Vul Found
chartjs	v3.4.0	7	1	Vul Found	Vul Found	Vul Found
chartjs	v3.4.1	1	1	Vul Found	Vul Found	Vul Found
chartjs	v3.5.0	1	1	Vul Found	Vul Found	Vul Found
sanitizehtml	2.3.0	0	0	No Vul	No Vul	No Vul
sanitizehtml	2.3.1	0	0	No Vul	No Vul	No Vul
sanitizehtml	2.3.2	0	0	No Vul	No Vul	No Vul
sanitizehtml	2.3.3	0	0	No Vul	No Vul	No Vul
sanitizehtml	2.4.0	0	0	ERR	No Vul (Changed)	No Vul
protobufjs	v6.10.1	2	2	Vul Found	Vul Found	Vul Found
protobufjs	v6.10.2	2	2	Vul Found	Vul Found	Vul Found
protobufjs	v6.11.0	2	2	Vul Found	Vul Found	Vul Found
protobufjs	v6.11.1	2	2	Vul Found	Vul Found	Vul Found
protobufjs	v6.11.2	4	2	Vul Found	Vul Found	Vul Found
stylelintscss	3.17.2	0	0	No Vul	No Vul	No Vul
stylelintscss	3.18.0	0	0	No Vul	No Vul	No Vul
stylelintscss	3.19.0	0	0	No Vul	No Vul	No Vul
stylelintscss	3.20.0	0	0	No Vul	No Vul	No Vul
stylelintscss	3.20.1	3	0	Vul Found	Vul Found	No Vul (Changed)
glob	v7.1.3	1	1	Vul Found	Vul Found	Vul Found
glob	v7.1.4	1	1	Vul Found	Vul Found	Vul Found
glob	v7.1.5	1	1	Vul Found	Vul Found	Vul Found
glob	v7.1.6	1	1	Vul Found	Vul Found	Vul Found
glob	v7.1.7	3	1	Vul Found	Vul Found	Vul Found
ramda	0.26.0	5	5	Vul Found	Vul Found	Vul Found
ramda	0.26.1	5	5	Vul Found	Vul Found	Vul Found
ramda	v0.26.1	5	5	Vul Found	Vul Found	Vul Found
ramda	v0.27.0	5	5	Vul Found	Vul Found	Vul Found
ramda	v0.27.1	24	5	Vul Found	Vul Found	Vul Found
esprima	3.1.1	22	22	Vul Found	Vul Found	Vul Found
esprima	3.1.2	22	22	Vul Found	Vul Found	Vul Found
esprima	3.1.3	22	22	Vul Found	Vul Found	Vul Found
esprima	4.0.0	22	22	Vul Found	Vul Found	Vul Found
esprima	4.0.1	22	22	ERR	Vul Found (Changed)	Vul Found
webpackmerge	v5.7.0	0	0	No Vul	No Vul	No Vul
webpackmerge	v5.7.1	0	0	No Vul	No Vul	No Vul
webpackmerge	v5.7.2	0	0	No Vul	No Vul	No Vul
webpackmerge	v5.7.3	0	0	No Vul	No Vul	No Vul
webpackmerge	v5.8.0	1	0	Vul Found	Vul Found	No Vul (Changed)
markdownit	12.0.4	2	2	Vul Found	Vul Found	Vul Found
markdownit	12.0.5	2	2	Vul Found	Vul Found	Vul Found
markdownit	12.0.6	2	2	Vul Found	Vul Found	Vul Found
markdownit	12.1.0	2	2	Vul Found	Vul Found	Vul Found
markdownit	12.2.0	2	2	ERR	Vul Found (Changed)	Vul Found
hoek	v8.5.2	0	0	No Vul	No Vul	No Vul
hoek	v9.0.4	0	0	No Vul	No Vul	No Vul
hoek	v9.1.0	0	0	No Vul	No Vul	No Vul
hoek	v9.1.1	0	0	No Vul	No Vul	No Vul
hoek	v9.2.0	0	0	ERR	No Vul (Changed)	No Vul
rsvp	v4.8.1	11	11	Vul Found	Vul Found	Vul Found
rsvp	v4.8.2	11	11	Vul Found	Vul Found	Vul Found
rsvp	v4.8.3	11	11	Vul Found	Vul Found	Vul Found
rsvp	v4.8.4	11	11	Vul Found	Vul Found	Vul Found
rsvp	v4.8.5	35	11	ERR	Vul Found (Changed)	Vul Found
csvparse	v4.15.1	0	0	No Vul	No Vul	No Vul
csvparse	v4.15.2	0	0	No Vul	No Vul	No Vul
csvparse	v4.15.3	0	0	No Vul	No Vul	No Vul
csvparse	v4.15.4	0	0	No Vul	No Vul	No Vul
csvparse	v4.16.0	0	0	ERR	No Vul (Changed)	No Vul
vorpal	v1.3.31	9	9	Vul Found	Vul Found	Vul Found
vorpal	v1.3.32	9	9	Vul Found	Vul Found	Vul Found
vorpal	v1.3.33	9	9	Vul Found	Vul Found	Vul Found
vorpal	v1.3.34	9	9	Vul Found	Vul Found	Vul Found
vorpal	v1.4.0	9	9	ERR	Vul Found (Changed)	Vul Found
mssql	v6.3.2	1	1	Vul Found	Vul Found	Vul Found
mssql	v7.1.0	1	1	Vul Found	Vul Found	Vul Found
mssql	v7.1.1	1	1	Vul Found	Vul Found	Vul Found
mssql	v7.1.3	1	1	Vul Found	Vul Found	Vul Found
mssql	v7.2.0	1	1	Vul Found	Vul Found	Vul Found
bunyan	1.8.14	9	9	Vul Found	Vul Found	Vul Found
bunyan	1.8.15	9	9	Vul Found	Vul Found	Vul Found
bunyan	2.0.3	9	9	Vul Found	Vul Found	Vul Found
bunyan	2.0.4	9	9	Vul Found	Vul Found	Vul Found
bunyan	2.0.5	16	9	Vul Found	Vul Found	Vul Found
eslintconfigprettier	v7.2.0	4	4	Vul Found	Vul Found	Vul Found
eslintconfigprettier	v8.0.0	4	4	Vul Found	Vul Found	Vul Found
eslintconfigprettier	v8.1.0	4	4	Vul Found	Vul Found	Vul Found
eslintconfigprettier	v8.2.0	4	4	Vul Found	Vul Found	Vul Found
eslintconfigprettier	v8.3.0	7	4	Vul Found	Vul Found	Vul Found
morgan	1.10.0	1	1	ERR	Vul Found (Changed)	Vul Found
morgan	1.8.1	10	12	Vul Found	Vul Found	Vul Found
morgan	1.8.2	10	10	Vul Found	Vul Found	Vul Found
morgan	1.9.0	10	10	Vul Found	Vul Found	Vul Found
morgan	1.9.1	1	10	Vul Found	Vul Found	Vul Found
tar	v3.2.3	0	0	No Vul	No Vul	No Vul
tar	v6.1.3	0	0	No Vul	No Vul	No Vul
tar	v6.1.4	0	0	No Vul	No Vul	No Vul
tar	v6.1.5	0	0	No Vul	No Vul	No Vul
tar	v6.1.6	0	0	No Vul	No Vul	No Vul
httpproxy	1.16.1	4	4	Vul Found	Vul Found	Vul Found
httpproxy	1.16.2	4	4	Vul Found	Vul Found	Vul Found
httpproxy	1.17.0	4	4	Vul Found	Vul Found	Vul Found
httpproxy	1.18.0	4	4	Vul Found	Vul Found	Vul Found
httpproxy	1.18.1	14	4	Vul Found	Vul Found	Vul Found
vuerouter	v3.4.8	9	9	Vul Found	Vul Found	Vul Found
vuerouter	v3.4.9	9	9	Vul Found	Vul Found	Vul Found
vuerouter	v3.5.0	9	9	Vul Found	Vul Found	Vul Found
vuerouter	v3.5.1	9	9	Vul Found	Vul Found	Vul Found
vuerouter	v3.5.2	9	9	ERR	Vul Found (Changed)	Vul Found
highland	2.13.3	19	19	Vul Found	Vul Found	Vul Found
highland	2.13.4	19	19	Vul Found	Vul Found	Vul Found
highland	2.13.5	26	19	Vul Found	Vul Found	Vul Found
highland	3.0.0-beta.10	19	19	Vul Found	Vul Found	Vul Found
highland	3.0.0-beta.9	19	19	Vul Found	Vul Found	Vul Found
objectassign	3.0.0	2	0	Vul Found	Vul Found	No Vul (Changed)
objectassign	v4.0.0	2	2	Vul Found	Vul Found	Vul Found
objectassign	v4.0.1	1	2	Vul Found	Vul Found	Vul Found
objectassign	v4.1.0	5	1	Vul Found	Vul Found	Vul Found
objectassign	v4.1.1	5	5	ERR	Vul Found (Changed)	Vul Found
redis	v4.0.0-next.1	0	0	No Vul	No Vul	No Vul
redis	v4.0.0-next.2	0	0	No Vul	No Vul	No Vul
redis	v4.0.0-next.3	0	0	No Vul	No Vul	No Vul
redis	v4.0.0-next.4	0	0	No Vul	No Vul	No Vul
redis	v4.0.0-next.5	0	0	No Vul	No Vul	No Vul
commandlineargs	v5.1.0	2	2	Vul Found	Vul Found	Vul Found
commandlineargs	v5.1.1	2	2	Vul Found	Vul Found	Vul Found
commandlineargs	v5.1.2	2	2	Vul Found	Vul Found	Vul Found
commandlineargs	v5.1.3	2	2	Vul Found	Vul Found	Vul Found
commandlineargs	v5.2.0	0	0	No Vul	No Vul	No Vul
husky	v5.1.3	1	1	Vul Found	Vul Found	Vul Found
husky	v5.2.0	1	1	Vul Found	Vul Found	Vul Found
husky	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
husky	v7.0.0	1	1	Vul Found	Vul Found	Vul Found
husky	v7.0.1	1	1	Vul Found	Vul Found	Vul Found
reactdevutils	cra-template-typescript@1.1.2	9	10	Vul Found	Vul Found	Vul Found
reactdevutils	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
reactdevutils	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
reactdevutils	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
reactdevutils	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
babelpresetreactapp	cra-template-typescript@1.1.2	9	10	Vul Found	Vul Found	Vul Found
babelpresetreactapp	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
babelpresetreactapp	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
babelpresetreactapp	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
babelpresetreactapp	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
eslintconfigreactapp	cra-template-typescript@1.1.2	9	10	Vul Found	Vul Found	Vul Found
eslintconfigreactapp	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
eslintconfigreactapp	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
eslintconfigreactapp	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
eslintconfigreactapp	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
reactscripts	cra-template-typescript@1.1.2	9	10	Vul Found	Vul Found	Vul Found
reactscripts	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
reactscripts	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
reactscripts	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
reactscripts	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
jsbeautify	v1.13.10	0	0	No Vul	No Vul	No Vul
jsbeautify	v1.13.11	0	0	No Vul	No Vul	No Vul
jsbeautify	v1.13.12	0	0	No Vul	No Vul	No Vul
jsbeautify	v1.13.13	0	0	No Vul	No Vul	No Vul
jsbeautify	v1.14.0	1	0	Vul Found	Vul Found	No Vul (Changed)
babelpluginnamedassetimport	cra-template-typescript@1.1.2	9	10	Vul Found	Vul Found	Vul Found
babelpluginnamedassetimport	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
babelpluginnamedassetimport	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
babelpluginnamedassetimport	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
babelpluginnamedassetimport	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
reactapppolyfill	cra-template-typescript@1.1.2	9	9	Vul Found	Vul Found	Vul Found
reactapppolyfill	create-react-app@4.0.3	9	9	ERR	Vul Found (Changed)	Vul Found
reactapppolyfill	react-dev-utils@11.0.3	9	9	Vul Found	Vul Found	Vul Found
reactapppolyfill	react-scripts@4.0.3	9	9	Vul Found	Vul Found	Vul Found
reactapppolyfill	v4.0.3	9	9	Vul Found	Vul Found	Vul Found
postcsscssnext	2.11.0	16	16	Vul Found	Vul Found	Vul Found
postcsscssnext	3.0.0	16	16	Vul Found	Vul Found	Vul Found
postcsscssnext	3.0.1	16	16	Vul Found	Vul Found	Vul Found
postcsscssnext	3.0.2	16	16	Vul Found	Vul Found	Vul Found
postcsscssnext	3.1.0	35	16	ERR	Vul Found (Changed)	Vul Found
coffeescript	2.3.2	2	2	Vul Found	Vul Found	Vul Found
coffeescript	2.4.0	2	2	Vul Found	Vul Found	Vul Found
coffeescript	2.4.1	2	2	Vul Found	Vul Found	Vul Found
coffeescript	2.5.0	2	2	Vul Found	Vul Found	Vul Found
coffeescript	2.5.1	15	2	Vul Found	Vul Found	Vul Found
reactnativevectoricons	v6.7.0	0	0	No Vul	No Vul	No Vul
reactnativevectoricons	v7.0.0	0	0	No Vul	No Vul	No Vul
reactnativevectoricons	v7.1.0	0	0	No Vul	No Vul	No Vul
reactnativevectoricons	v8.0.0	0	0	No Vul	No Vul	No Vul
reactnativevectoricons	v8.1.0	7	0	ERR	Vul Found (Changed)	No Vul (Changed)
bson	v1.1.6	4	4	Vul Found	Vul Found	Vul Found
bson	v4.2.3	4	4	Vul Found	Vul Found	Vul Found
bson	v4.3.0	4	4	Vul Found	Vul Found	Vul Found
bson	v4.4.0	4	4	Vul Found	Vul Found	Vul Found
bson	v4.4.1	4	4	Vul Found	Vul Found	Vul Found
moment	2.26.0	0	0	No Vul	No Vul	No Vul
moment	2.27.0	0	0	No Vul	No Vul	No Vul
moment	2.28.0	0	0	No Vul	No Vul	No Vul
moment	2.29.0	1	0	Vul Found	Vul Found	No Vul (Changed)
moment	2.29.1	11	1	Vul Found	Vul Found	Vul Found
winston	v2.4.5	2	2	Vul Found	Vul Found	Vul Found
winston	v3.3.0	2	2	Vul Found	Vul Found	Vul Found
winston	v3.3.1	2	2	Vul Found	Vul Found	Vul Found
winston	v3.3.2	3	2	Vul Found	Vul Found	Vul Found
winston	v3.3.3	8	3	Vul Found	Vul Found	Vul Found
gulp	v4.0.0	16	14	Vul Found	Vul Found	Vul Found
gulp	v4.0.0-alpha.2	15	15	Vul Found	Vul Found	Vul Found
gulp	v4.0.0-alpha.3	14	15	Vul Found	Vul Found	Vul Found
gulp	v4.0.1	16	16	Vul Found	Vul Found	Vul Found
gulp	v4.0.2	16	16	ERR	Vul Found (Changed)	Vul Found
nodepregyp	v1.0.0	0	0	No Vul	No Vul	No Vul
nodepregyp	v1.0.1	0	0	No Vul	No Vul	No Vul
nodepregyp	v1.0.2	0	0	No Vul	No Vul	No Vul
nodepregyp	v1.0.3	0	0	No Vul	No Vul	No Vul
nodepregyp	v1.0.5	4	0	Vul Found	Vul Found	No Vul (Changed)
xlsx	v0.16.5	5	5	Vul Found	Vul Found	Vul Found
xlsx	v0.16.6	5	5	Vul Found	Vul Found	Vul Found
xlsx	v0.16.7	5	5	Vul Found	Vul Found	Vul Found
xlsx	v0.16.8	7	5	Vul Found	Vul Found	Vul Found
xlsx	v0.17.0	7	7	ERR	Vul Found (Changed)	Vul Found
servestatic	v1.13.0	10	10	Vul Found	Vul Found	Vul Found
servestatic	v1.13.1	10	10	Vul Found	Vul Found	Vul Found
servestatic	v1.13.2	3	10	Vul Found	Vul Found	Vul Found
servestatic	v1.14.0	3	3	Vul Found	Vul Found	Vul Found
servestatic	v1.14.1	3	3	ERR	Vul Found (Changed)	Vul Found
cleancss	v5.1.1	0	0	No Vul	No Vul	No Vul
cleancss	v5.1.2	0	0	No Vul	No Vul	No Vul
cleancss	v5.1.3	0	0	No Vul	No Vul	No Vul
cleancss	v5.1.4	0	0	No Vul	No Vul	No Vul
cleancss	v5.1.5	2	0	Vul Found	Vul Found	No Vul (Changed)
mimetypes	2.1.28	0	0	No Vul	No Vul	No Vul
mimetypes	2.1.29	0	0	No Vul	No Vul	No Vul
mimetypes	2.1.30	0	0	No Vul	No Vul	No Vul
mimetypes	2.1.31	0	0	No Vul	No Vul	No Vul
mimetypes	2.1.32	0	0	ERR	No Vul (Changed)	No Vul
cheerio	v1.0.0-rc.10	-	-	ERR	ERR	ERR
cheerio	v1.0.0-rc.6	-	-	ERR	ERR	ERR
cheerio	v1.0.0-rc.7	-	-	ERR	ERR	ERR
cheerio	v1.0.0-rc.8	-	-	ERR	ERR	ERR
cheerio	v1.0.0-rc.9	-	-	ERR	ERR	ERR
jquery	3.4.0	-	-	ERR	ERR	ERR
jquery	3.4.1	-	-	ERR	ERR	ERR
jquery	3.5.0	-	-	ERR	ERR	ERR
jquery	3.5.1	-	-	ERR	ERR	ERR
jquery	3.6.0	-	-	ERR	ERR	ERR
async	v2.6.3	5	5	Vul Found	Vul Found	Vul Found
async	v3.0.1	5	5	Vul Found	Vul Found	Vul Found
async	v3.1.0	5	5	Vul Found	Vul Found	Vul Found
async	v3.1.1	7	5	Vul Found	Vul Found	Vul Found
async	v3.2.0	22	7	Vul Found	Vul Found	Vul Found
rawbody	2.3.1	6	6	Vul Found	Vul Found	Vul Found
rawbody	2.3.2	6	6	Vul Found	Vul Found	Vul Found
rawbody	2.3.3	4	6	Vul Found	Vul Found	Vul Found
rawbody	2.4.0	4	4	Vul Found	Vul Found	Vul Found
rawbody	2.4.1	4	4	ERR	Vul Found (Changed)	Vul Found
cssloader	v5.2.6	1	1	Vul Found	Vul Found	Vul Found
cssloader	v5.2.7	4	1	Vul Found	Vul Found	Vul Found
cssloader	v6.0.0	0	0	No Vul	No Vul	No Vul
cssloader	v6.1.0	0	0	No Vul	No Vul	No Vul
cssloader	v6.2.0	0	0	No Vul	No Vul	No Vul
compression	1.7.0	10	10	Vul Found	Vul Found	Vul Found
compression	1.7.1	10	10	Vul Found	Vul Found	Vul Found
compression	1.7.2	10	10	Vul Found	Vul Found	Vul Found
compression	1.7.3	4	10	Vul Found	Vul Found	Vul Found
compression	1.7.4	4	4	ERR	Vul Found (Changed)	Vul Found
urllib	2.36.1	6	6	Vul Found	Vul Found	Vul Found
urllib	2.37.0	5	6	Vul Found	Vul Found	Vul Found
urllib	2.37.1	5	5	Vul Found	Vul Found	Vul Found
urllib	2.37.2	5	5	Vul Found	Vul Found	Vul Found
urllib	2.37.3	5	5	ERR	Vul Found (Changed)	Vul Found
stylus	0.54.4	3	3	Vul Found	Vul Found	Vul Found
stylus	0.54.5	3	3	Vul Found	Vul Found	Vul Found
stylus	0.54.6	3	3	Vul Found	Vul Found	Vul Found
stylus	0.54.7	3	3	Vul Found	Vul Found	Vul Found
stylus	0.54.8	7	3	Vul Found	Vul Found	Vul Found
imagesize	v0.9.4	0	0	No Vul	No Vul	No Vul
imagesize	v0.9.5	0	0	No Vul	No Vul	No Vul
imagesize	v0.9.6	0	0	No Vul	No Vul	No Vul
imagesize	v0.9.7	0	0	No Vul	No Vul	No Vul
imagesize	v1.0.0	2	0	ERR	Vul Found (Changed)	No Vul (Changed)
lintstaged	v10.5.4	0	0	No Vul	No Vul	No Vul
lintstaged	v11.0.0	0	0	No Vul	No Vul	No Vul
lintstaged	v11.0.1	0	0	No Vul	No Vul	No Vul
lintstaged	v11.1.0	0	0	No Vul	No Vul	No Vul
lintstaged	v11.1.1	5	0	ERR	Vul Found (Changed)	No Vul (Changed)
three	r127	0	0	No Vul	No Vul	No Vul
three	r128	0	0	No Vul	No Vul	No Vul
three	r129	0	0	No Vul	No Vul	No Vul
three	r130	0	0	No Vul	No Vul	No Vul
three	r131	1	0	Vul Found	Vul Found	No Vul (Changed)
expresssession	v1.16.1	3	4	Vul Found	Vul Found	Vul Found
expresssession	v1.16.2	3	3	Vul Found	Vul Found	Vul Found
expresssession	v1.17.0	1	3	Vul Found	Vul Found	Vul Found
expresssession	v1.17.1	1	1	Vul Found	Vul Found	Vul Found
expresssession	v1.17.2	1	1	ERR	Vul Found (Changed)	Vul Found
tsnode	v10.0.0	0	0	No Vul	No Vul	No Vul
tsnode	v10.1.0	5	0	Vul Found	Vul Found	No Vul (Changed)
tsnode	v9.0.0	0	0	No Vul	No Vul	No Vul
tsnode	v9.1.0	0	0	No Vul	No Vul	No Vul
tsnode	v9.1.1	0	0	No Vul	No Vul	No Vul
buffer	v5.7.1	4	4	Vul Found	Vul Found	Vul Found
buffer	v6.0.0	4	4	Vul Found	Vul Found	Vul Found
buffer	v6.0.1	4	4	Vul Found	Vul Found	Vul Found
buffer	v6.0.2	4	4	Vul Found	Vul Found	Vul Found
buffer	v6.0.3	4	4	ERR	Vul Found (Changed)	Vul Found
levelup	v4.3.1	6	6	Vul Found	Vul Found	Vul Found
levelup	v4.3.2	5	6	Vul Found	Vul Found	Vul Found
levelup	v4.4.0	4	5	Vul Found	Vul Found	Vul Found
levelup	v5.0.0	4	4	Vul Found	Vul Found	Vul Found
levelup	v5.0.1	4	4	ERR	Vul Found (Changed)	Vul Found
log4js	v6.1.1	1	1	Vul Found	Vul Found	Vul Found
log4js	v6.1.2	1	1	Vul Found	Vul Found	Vul Found
log4js	v6.2.0	1	1	Vul Found	Vul Found	Vul Found
log4js	v6.2.1	1	1	Vul Found	Vul Found	Vul Found
log4js	v6.3.0	6	1	Vul Found	Vul Found	Vul Found
superagent	v5.2.2	31	31	Vul Found	Vul Found	Vul Found
superagent	v5.3.0	31	31	Vul Found	Vul Found	Vul Found
superagent	v5.3.1	31	31	Vul Found	Vul Found	Vul Found
superagent	v6.0.0	32	31	Vul Found	Vul Found	Vul Found
superagent	v6.1.0	39	32	ERR	Vul Found (Changed)	Vul Found
emberclibabel	v7.26.2	12	12	Vul Found	Vul Found	Vul Found
emberclibabel	v7.26.3	12	12	Vul Found	Vul Found	Vul Found
emberclibabel	v7.26.4	12	12	Vul Found	Vul Found	Vul Found
emberclibabel	v7.26.5	12	12	Vul Found	Vul Found	Vul Found
emberclibabel	v7.26.6	23	12	ERR	Vul Found (Changed)	Vul Found
cliux	v5.5.1	0	0	No Vul	No Vul	No Vul
cliux	v5.6.0	0	0	No Vul	No Vul	No Vul
cliux	v5.6.1	0	0	No Vul	No Vul	No Vul
cliux	v5.6.2	0	0	No Vul	No Vul	No Vul
cliux	v5.6.3	1	0	ERR	Vul Found (Changed)	No Vul (Changed)
vue	v2.6.10	18	18	Vul Found	Vul Found	Vul Found
vue	v2.6.11	18	18	Vul Found	Vul Found	Vul Found
vue	v2.6.12	18	18	Vul Found	Vul Found	Vul Found
vue	v2.6.13	18	18	Vul Found	Vul Found	Vul Found
vue	v2.6.14	29	18	ERR	Vul Found (Changed)	Vul Found
mobxreact	6.2.5	-	-	ERR	ERR	ERR
mobxreact	6.3.0	-	-	ERR	ERR	ERR
mobxreact	6.3.1	-	-	ERR	ERR	ERR
mobxreact	7.0.0	-	-	ERR	ERR	ERR
mobxreact	v6.2.4	-	-	ERR	ERR	ERR
bluebird	v3.5.5	19	19	Vul Found	Vul Found	Vul Found
bluebird	v3.6.0	19	19	Vul Found	Vul Found	Vul Found
bluebird	v3.7.0	19	19	Vul Found	Vul Found	Vul Found
bluebird	v3.7.1	19	19	Vul Found	Vul Found	Vul Found
bluebird	v3.7.2	22	19	Vul Found	Vul Found	Vul Found
helmet	v4.4.0	0	0	No Vul	No Vul	No Vul
helmet	v4.4.1	0	0	No Vul	No Vul	No Vul
helmet	v4.5.0	0	0	No Vul	No Vul	No Vul
helmet	v4.5.0-rc.1	0	0	No Vul	No Vul	No Vul
helmet	v4.6.0	3	0	Vul Found	Vul Found	No Vul (Changed)
mysql2	v2.2.2	1	1	Vul Found	Vul Found	Vul Found
mysql2	v2.2.3	1	1	Vul Found	Vul Found	Vul Found
mysql2	v2.2.4	1	1	Vul Found	Vul Found	Vul Found
mysql2	v2.2.5	1	1	Vul Found	Vul Found	Vul Found
mysql2	v2.3.0	4	1	Vul Found	Vul Found	Vul Found
ejs	v3.0.2	0	0	No Vul	No Vul	No Vul
ejs	v3.1.2	0	0	No Vul	No Vul	No Vul
ejs	v3.1.3	0	0	No Vul	No Vul	No Vul
ejs	v3.1.5	0	0	No Vul	No Vul	No Vul
ejs	v3.1.6	5	0	Vul Found	Vul Found	No Vul (Changed)
yeomangenerator	v5.0.1	1	1	Vul Found	Vul Found	Vul Found
yeomangenerator	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
yeomangenerator	v5.2.0	1	1	Vul Found	Vul Found	Vul Found
yeomangenerator	v5.3.0	1	1	Vul Found	Vul Found	Vul Found
yeomangenerator	v5.4.0	7	1	Vul Found	Vul Found	Vul Found
systemjs	6.10.0	1	1	Vul Found	Vul Found	Vul Found
systemjs	6.10.1	1	1	Vul Found	Vul Found	Vul Found
systemjs	6.10.2	1	1	ERR	Vul Found (Changed)	Vul Found
systemjs	6.8.3	1	1	Vul Found	Vul Found	Vul Found
systemjs	6.9.0	1	1	Vul Found	Vul Found	Vul Found
nodeforge	0.10.0	5	5	ERR	Vul Found (Changed)	Vul Found
nodeforge	0.8.5	5	5	Vul Found	Vul Found	Vul Found
nodeforge	0.9.0	5	5	Vul Found	Vul Found	Vul Found
nodeforge	0.9.1	5	5	Vul Found	Vul Found	Vul Found
nodeforge	0.9.2	5	5	Vul Found	Vul Found	Vul Found
oclifcommand	v1.6.0	0	0	No Vul	No Vul	No Vul
oclifcommand	v1.6.0-rc1.2	0	0	No Vul	No Vul	No Vul
oclifcommand	v1.6.1	0	0	No Vul	No Vul	No Vul
oclifcommand	v1.7.0	1	0	Vul Found	Vul Found	No Vul (Changed)
oclifcommand	v1.8.0	12	1	ERR	Vul Found (Changed)	Vul Found
bodyparser	1.18.0	10	10	Vul Found	Vul Found	Vul Found
bodyparser	1.18.1	10	10	Vul Found	Vul Found	Vul Found
bodyparser	1.18.2	10	10	Vul Found	Vul Found	Vul Found
bodyparser	1.18.3	3	10	Vul Found	Vul Found	Vul Found
bodyparser	1.19.0	3	3	ERR	Vul Found (Changed)	Vul Found
nodesass	v4.14.0	0	0	No Vul	No Vul	No Vul
nodesass	v4.14.1	0	0	No Vul	No Vul	No Vul
nodesass	v5.0.0	0	0	No Vul	No Vul	No Vul
nodesass	v6.0.0	0	0	No Vul	No Vul	No Vul
nodesass	v6.0.1	0	0	ERR	No Vul (Changed)	No Vul
inversify	5.0.3	1	1	Vul Found	Vul Found	Vul Found
inversify	5.0.4	1	1	Vul Found	Vul Found	Vul Found
inversify	5.0.5	1	1	Vul Found	Vul Found	Vul Found
inversify	5.1.0	1	1	Vul Found	Vul Found	Vul Found
inversify	5.1.1	4	1	Vul Found	Vul Found	Vul Found
nodegit	v0.28.0-alpha.5	5	5	Vul Found	Vul Found	Vul Found
nodegit	v0.28.0-alpha.6	5	5	Vul Found	Vul Found	Vul Found
nodegit	v0.28.0-alpha.7	5	5	Vul Found	Vul Found	Vul Found
nodegit	v0.28.0-alpha.8	5	5	Vul Found	Vul Found	Vul Found
nodegit	v0.28.0-alpha.9	11	5	Vul Found	Vul Found	Vul Found
babylon	v7.0.0-beta.26	13	13	Vul Found	Vul Found	Vul Found
babylon	v7.0.0-beta.27	13	13	Vul Found	Vul Found	Vul Found
babylon	v7.0.0-beta.28	13	13	Vul Found	Vul Found	Vul Found
babylon	v7.0.0-beta.29	13	13	Vul Found	Vul Found	Vul Found
babylon	v7.0.0-beta.30	25	13	ERR	Vul Found (Changed)	Vul Found
